Chain,Brand,Hotel,Confirm_No,Rez_Status_Desc,Status_Dt,Guest_Nm,Channel_Cd,Sec_Channel_Desc,Sub_Source,Sub_Src_CD,Location,Arrival_Dt,Depart_Dt,Nights_Qty,override_oversell,Room_Qty,Rate_Category_Name,Rate_Type_Code,Rez_Avg_Rate_Amt,Onshore_Rate_Type_Code,Onshore_Rez_Avg_Rate_Amt,Room_Type_Code,Record_Locator,Booker_Loyalty_Program_Level_List,Loyalty_Type,Loyalty_Program,Loyalty_Number,Loyalty_Level_Code,Loyalty_Level_Name,Loyalty_Points_Payment,Payment_Typ,VCC_Authorization_Amount,VCC_Currency_Code,VCC_Payment_Model,VCC_Card_Activation_Start,VCC_Card_Activation_End,Direct_Bill_Account_Number,Direct_Bill_Project_Number,Total_Points_Pymnt,Points_Refund,Total_Cash_Pymnt,Pay_At_Property,Cash_Refund,Total_Price_For_Adult,Total_Adult_Occupancy,Total_Price_For_Child_Age_Group1,Total_Child_Occupancy_For_Age_Group1,Total_Price_For_Child_Age_Group2,Total_Child_Occupancy_For_Age_Group2,Total_Price_For_Child_Age_Group3,Total_Child_Occupancy_For_Age_Group3,Total_Price_For_Child_Age_Group4,Total_Child_Occupancy_For_Age_Group4,Total_Price_For_Child_Age_Group5,Total_Child_Occupancy_For_Age_Group5,Total_Price_For_Child_Unknown_Age_Group,Total_Child_Occupancy_For_Unknown_Age_Group,Share_With,Channel_Connect_Confirm_NO,PMS_Confirm_Code,Original_Room_Type_Code,Original_Rm_Typ_Nm,Template_Code,Template_Name,Blacklist_Reason,Visa_Information,Installment_Amount,Number_of_Installments,Interest_Amount,Interest_Rate_Percentage,Total_Installment_Amount,Rate_Credential_ID,Trace_Date,Trace_Completion_Flag,Trace_Completion_Date,Trace_Text,RM_Upgrade_Reason_CD,ROOM_UPSELL,Room_To_Charge,Onhold_Duration,AutoCancel_ReleaseDateTime_ScheduledOrActual,Commission_Cd,Comm_Percent_Override_List,Coupon_Offer,Coupon_Discount_Total,Promotion,Promo_Discount,Maximum_Discount_Applied,Paynow_Discount,Fintech_Payment_Provider,Gift_Card_Paid,Gift_Card_Refund,Loyalty_Redemption_Reference,Award_Details
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF004309","Confirmed","10/19/2025 8:41:18 PM","Vergara, Carolina","SYDC","Booking.com","","","CL","10/21/2025 12:00:00 AM","10/24/2025 12:00:00 AM","3","No","1","OTA","OTBKG","248.100000","","","CSC","","","","","","","","No","","","","","","","","","0","","864.59","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5490630962","119873","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF001526","Cancelled","11/15/2025 3:12:05 AM","Koama, Alimata","SYDC","Expedia","","A-Expedia","","11/14/2025 12:00:00 AM","11/28/2025 12:00:00 AM","14","No","1","OTA","OTEXLOH","124.342900","","","WSC","","","","","","","","No","","","","","","","","","0","","2046.54","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2303176442","118418","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF016512","Confirmed","12/26/2025 11:41:41 AM","Verma, Kartik","SYDC","Expedia","","Expedia","","12/26/2025 12:00:00 AM","12/27/2025 12:00:00 AM","1","No","1","OTA","OTEXLTE","98.700000","","","PCSC","","","","","","","","No","","","","","","","","","0","","98.70","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2357861882","124551","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG050954","Confirmed","6/2/2026 9:40:18 PM","LIN, WESLEY","SYDC","Expedia","","Expedia Affiliate Network","","6/4/2026 12:00:00 AM","6/8/2026 12:00:00 AM","4","No","1","OTA","OTEXEC","118.440000","","","CSC","","","","","","","","No","","","","","","","","","0","","473.76","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2475227401","136072","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG058740","Confirmed","7/3/2026 3:16:16 AM","Kwon, Sooyeon","SYDC","Expedia","","Expedia Affiliate Network","","7/11/2026 12:00:00 AM","7/13/2026 12:00:00 AM","2","No","1","OTA","OTEXNRF","93.635000","","","WSC","","","","","","","","No","","","","","","","","","0","","187.27","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2500088771","139376","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF006732","Cancelled","10/31/2025 12:27:46 AM","KIM, UKYUNG","SYDC","Expedia","","Expedia Affiliate Network","","11/21/2025 12:00:00 AM","11/26/2025 12:00:00 AM","5","N/A","1","OTA","OTEXEC","86.360000","","","PCSC","","","","","","","","No","","","","","","","","","0","","431.80","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2322080629","120913","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG022383","Confirmed","2/4/2026 7:35:33 PM","Reynoso, Fredy Augusto Weber","SYDC","Expedia","","Expedia Affiliate Network","","2/18/2026 12:00:00 AM","2/24/2026 12:00:00 AM","6","No","1","OTA","OTEXLTE","53.083300","","","CSC","","","","","","","","No","","","","","","","","","0","","318.50","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2386461096","126826","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG058806","Confirmed","7/3/2026 10:41:49 AM","Hierold, Patrick","SYDC","Expedia","","Expedia Affiliate Network","","7/16/2026 12:00:00 AM","7/21/2026 12:00:00 AM","5","No","1","OTA","OTEXINT","126.364000","","","CSC","","","","","","","","No","","","","","","","","","0","","631.82","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2500326428","139404","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF020710","Confirmed","1/24/2026 6:03:45 PM","Brinkman, Jessilyn","SYDC","Booking.com","","","US","8/1/2026 12:00:00 AM","8/3/2026 12:00:00 AM","2","No","1","OTA","OTBKGLT","154.080000","","","CSC","","","","","","","","No","","","","","","","","","0","","360.61","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6064406701","126177","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG026327","Confirmed","2/27/2026 8:57:46 PM","GONZALEZ, SIARA","SYDC","Agoda.com","","AGODA","","3/7/2026 12:00:00 AM","3/10/2026 12:00:00 AM","3","No","1","OTA","OTAGLT","79.593300","","","WSC","","","","","","","","No","","","","","","","","","0","","284.50","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","972877998","128264","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG063405","Confirmed","7/22/2026 10:56:45 PM","IWEJOR, COURTNEY","SYDC","Expedia","","Expedia Affiliate Network","","8/28/2026 12:00:00 AM","8/30/2026 12:00:00 AM","2","N/A","1","OTA","OTEXEC","148.990000","","","NNC","","","","","","","","No","","","","","","","","","0","","297.98","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2516459621","141379","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG023179","Confirmed","2/9/2026 2:07:07 PM","Lian José Carrera, Julia","SYDC","Hostelworld CCX","","CCX","","3/18/2026 12:00:00 AM","3/23/2026 12:00:00 AM","5","No","1","OTA","OTHOS","107.360000","","","WSC","","","","","","","","No","","","","","","","","","0","","633.48","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","328836-575248629","127125","","","","","","","","","","","","","","Yes","","","","N","","0","","15P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG058926","Confirmed","7/3/2026 8:29:29 PM","Costa, Dylan","WEB","Mobile","","","","8/1/2026 12:00:00 AM","8/3/2026 12:00:00 AM","2","No","1","Qualified Discount","DISDIRMEM","97.500000","","","CSC","","","","","","","","No","","","","","","","","","0","","230.75","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","139454","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF018848","Confirmed","1/11/2026 6:02:01 PM","Fitzgerald, Sydney","WEB","Booking Engine","","","","1/31/2026 12:00:00 AM","2/4/2026 12:00:00 AM","4","No","1","Discount","DISWINMEM","83.780000","","","WSC","","","","","","","","No","","","","","","","","","0","","398.56","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","125491","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF001107","Confirmed","9/29/2025 10:58:55 AM","Lightner, Deborah","PMS","PMS","","","","10/9/2025 12:00:00 AM","10/11/2025 12:00:00 AM","2","No","1","OTA","OTEXLOH","307.200000","","","WSC","","","","","","","","No","","","","","","","","","0","","712.02","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","118068","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG028954","Confirmed","3/10/2026 10:17:25 AM","Godal, Odd","SYDC","Booking.com","","","NO","3/10/2026 12:00:00 AM","3/11/2026 12:00:00 AM","1","No","1","OTA","OTBKGLT","89.280000","","","CSC","","","","","","","","No","","","","","","","","","0","","105.95","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6802742304","129033","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG024922","Confirmed","2/20/2026 12:54:36 AM","Bazzi, Talal","SYDC","Webbeds","","WEBBEDS","","2/20/2026 12:00:00 AM","2/23/2026 12:00:00 AM","3","No","1","Wholesale","WHWB","60.000000","","","CSC","","","","","","","","No","","","","","","","","","0","","217.08","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","912763925","127794","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG056365","Confirmed","6/24/2026 3:55:45 AM","Haynes-Cooke, Will","SYDC","Booking.com","","","AU","6/24/2026 12:00:00 AM","6/29/2026 12:00:00 AM","5","No","1","OTA","OTBKGLO","157.140000","","","CSC","","","","","","","","No","","","","","","","","","0","","919.08","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6292789378","138315","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG060844","Confirmed","7/12/2026 6:46:41 AM","Sturing, Marcel","SYDC","Booking.com","","","NL","11/9/2026 12:00:00 AM","11/19/2026 12:00:00 AM","10","N/A","1","OTA","OTBKGIN","116.426000","","","CSC","","","","","","","","No","","","","","","","","","0","","1370.99","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6009025467","140327","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF015995","Confirmed","12/22/2025 7:19:13 PM","Montecinos Munoz, Agnes","PMS","PMS","","","","12/23/2025 12:00:00 AM","12/28/2025 12:00:00 AM","5","No","1","Discount","DISHOLI","140.000000","","","PCSC","","","","","","","","No","","","","","","","","","0","","820.74","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","124362","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF004772","Confirmed","10/21/2025 6:45:37 PM","Pikale, Juhi","SYDC","Hostelworld CCX","","CCX","","10/27/2025 12:00:00 AM","10/29/2025 12:00:00 AM","2","No","1","OTA","OTHOS","156.600000","","","WSC","","","","","","","","No","","","","","","","","","0","","366.39","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","328836-572927205","120076","","","","","","","","","","","","","","Yes","","","","N","","0","","15P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF018450","Confirmed","1/8/2026 10:55:12 AM","Tengler Galzignato, Natalia","SYDC","Expedia","","Expedia Affiliate Network","","1/17/2026 12:00:00 AM","1/18/2026 12:00:00 AM","1","No","1","OTA","OTEXPKE","74.370000","","","WSC","","","","","","","","No","","","","","","","","","0","","74.37","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2366228443","125328","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF001541","Cancelled","10/5/2025 10:13:37 PM","LOU, XIAOFENG","SYDC","Expedia","","Expedia Affiliate Network","","11/9/2025 12:00:00 AM","11/11/2025 12:00:00 AM","2","N/A","1","OTA","OTEXEC","73.585000","","","CSC","","","","","","","","No","","","","","","","","","0","","147.17","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2303273396","118433","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG045023","Cancelled","5/14/2026 10:44:07 PM","Yu, Yong","SYDC","Booking.com","","","CA","5/18/2026 12:00:00 AM","5/20/2026 12:00:00 AM","2","N/A","1","OTA","OTBKGLT","139.680000","","","WSC","","","","","","","","No","","","","","","","","","0","","327.57","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5269817157","133946","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG035241","Cancelled","4/5/2026 11:20:02 AM","AOQIAN, WANG","SYDC","Booking.com","","","US","5/7/2026 12:00:00 AM","5/10/2026 12:00:00 AM","3","No","1","OTA","OTBKGLT","199.200000","","","WSC","","","","","","","","No","","","","","","","","","0","","696.25","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6931888936","130786","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG046397","Cancelled","5/29/2026 12:56:16 AM","Li, Chun","SYDC","Booking.com","","","TW","6/20/2026 12:00:00 AM","6/25/2026 12:00:00 AM","5","N/A","1","OTA","OTBKG","165.120000","","","WSC","","","","","","","","No","","","","","","","","","0","","964.88","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5856645862","134372","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF011092","Cancelled","11/22/2025 3:12:20 AM","Velez, Amanda","SYDC","Expedia","","A-Expedia","","11/21/2025 12:00:00 AM","11/23/2025 12:00:00 AM","2","No","1","OTA","OTEXLOH","174.300000","","","CSC","","","","","","","","No","","","","","","","","","0","","407.02","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2336515130","122593","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG038420","Confirmed","4/16/2026 10:22:28 AM","Baptista, Ana","SYDC","Booking.com","","","US","4/29/2026 12:00:00 AM","4/30/2026 12:00:00 AM","1","No","1","OTA","OTBKGLT","121.680000","","","WSC","","","","","","","","No","","","","","","","","","0","","143.13","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5978968109","131872","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF006096","Cancelled","11/13/2025 12:33:03 PM","Hafri, Chaimae","SYDC","Booking.com","","","MA","12/27/2025 12:00:00 AM","1/2/2026 12:00:00 AM","6","N/A","1","OTA","OTBKGLO","224.880000","","","CSC","","","","","","","","No","","","","","","","","","0","","1569.30","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5878064719","120650","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG038333","Confirmed","4/15/2026 11:56:53 PM","Foster, Jillian","WEB","Mobile","","","AZ, US","4/21/2026 12:00:00 AM","4/22/2026 12:00:00 AM","1","No","1","Discount","DISMBDAY","86.800000","","","WSC","","","","","","","","No","","","","","","","","","0","","103.10","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","131841","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF014777","Confirmed","12/12/2025 7:35:59 PM","bailey, Jonathan","SYDC","Expedia","","Hotels.com","","12/13/2025 12:00:00 AM","12/14/2025 12:00:00 AM","1","No","1","OTA","OTEXLTE","238.860000","","","PNNC","","","","","","","","No","","","","","","","","","0","","238.86","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2350484308","123955","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG023779","Confirmed","2/12/2026 11:14:50 PM","Barbeau, Marie","SYDC","Expedia","","Expedia","","2/26/2026 12:00:00 AM","3/1/2026 12:00:00 AM","3","No","1","OTA","OTEXPKE","56.676700","","","WSC","","","","","","","","No","","","","","","","","","0","","170.03","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2392508372","127360","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG053000","Confirmed","6/10/2026 3:01:40 PM","ZHANG, ZHE","SYDC","Expedia","","Expedia Affiliate Network","","6/16/2026 12:00:00 AM","6/20/2026 12:00:00 AM","4","No","1","OTA","OTEXLTE","99.970000","","","CSC","","","","","","","","No","","","","","","","","","0","","399.88","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2481554655","136916","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG048506","Cancelled","6/25/2026 4:52:50 PM","Martinez, Zia","SYDC","Booking.com","","","GB","9/6/2026 12:00:00 AM","9/10/2026 12:00:00 AM","4","N/A","1","OTA","OTBKG","136.120000","","","WSC","","","","","","","","No","","","","","","","","","0","","638.79","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5378781036","135083","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG053002","Ignored","6/10/2026 3:05:19 PM","","WEB","Booking Engine","","","","9/25/2026 12:00:00 AM","9/29/2026 12:00:00 AM","4","No","1","Qualified Discount","DSADVMEM","140.250000","","","WSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","657.73","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF019062","Confirmed","1/13/2026 10:21:29 AM","Baker, Matthew","PMS","PMS","","","","1/14/2026 12:00:00 AM","1/15/2026 12:00:00 AM","1","No","1","Complimentary","COMP","0.000000","","","CSC","","","","","","","","No","","","","","","","","","0","","0.00","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","125564","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF000102","Confirmed","9/19/2025 6:33:16 AM","peter, allerton","PMS","PMS","","","","9/19/2025 12:00:00 AM","9/22/2025 12:00:00 AM","3","No","1","OTA","OTEXLOE","139.710000","","","PCSC","","","","","","","","No","","","","","","","","","0","","419.13","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","117201","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF012073","Confirmed","11/26/2025 6:16:11 AM","Brown, Nyre","PMS","PMS","","","","11/29/2025 12:00:00 AM","11/30/2025 12:00:00 AM","1","No","1","Wholesale","WHWBNRF","101.300000","","","CSC","","","","","","","","No","","","","","","","","","0","","119.74","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","122946","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG057141","Confirmed","6/27/2026 7:02:53 AM","Spiess, Rahel","WEB","Booking Engine","","","","9/21/2026 12:00:00 AM","9/30/2026 12:00:00 AM","9","No","1","Qualified Discount","DSADVMEM","158.111100","","","CSC","","","","","","","","No","","","","","","","","","0","","1664.35","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","138634","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG023579","Confirmed","2/11/2026 8:34:27 PM","Crowley, Grace","WEB","Mobile","","","","2/15/2026 12:00:00 AM","2/17/2026 12:00:00 AM","2","No","1","Discount","DISWINMEM","101.380000","","","WSC","","","","","","","","No","","","","","","","","","0","","239.66","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","127277","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG052986","Confirmed","6/10/2026 2:32:47 PM","Cohn, Silvia","SYDC","Expedia","","Expedia","","6/19/2026 12:00:00 AM","6/23/2026 12:00:00 AM","4","No","1","OTA","OTEXLOE","104.327500","","","WSC","","","","","","","","No","","","","","","","","","0","","417.31","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2481534475","136912","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG061245","Confirmed","7/13/2026 11:34:57 PM","Elsheikh, Sali","SYDC","Booking.com","","","US","7/13/2026 12:00:00 AM","7/14/2026 12:00:00 AM","1","No","1","OTA","OTBKG","107.100000","","","WSC","","","","","","","","No","","","","","","","","","0","","126.40","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6972003391","140505","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG024760","Cancelled","3/14/2026 1:23:28 PM","AlMubarak, Sarah","SYDC","Booking.com","","","SA","3/24/2026 12:00:00 AM","3/28/2026 12:00:00 AM","4","No","1","OTA","OTBKGLT","97.740000","","","CSC","","","","","","","","No","","","","","","","","","0","","462.61","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5053516018","127734","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF019644","Cancelled","1/31/2026 6:05:17 PM","Codron, Claudia","PMS","PMS","","","","2/6/2026 12:00:00 AM","2/9/2026 12:00:00 AM","3","No","1","Discount","DISWINTER","102.553300","","","WSC","","","","","","","","No","","","","","","","","","0","","363.54","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","125783","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG036017","Confirmed","4/7/2026 9:32:50 PM","Ali, Mohammed","SYDC","Booking.com","","","CA","4/7/2026 12:00:00 AM","4/9/2026 12:00:00 AM","2","No","1","OTA","OTBKGLT","87.120000","","","CSC","","","","","","","","No","","","","","","","","","0","","206.93","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6143595343","131031","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
